fatura_id,customerID,data_vencimento,data_pagamento,valor_fatura,status
INV-0050254,2878-DHMIN,2023-01-15,2023-01-13,19.58,Pago em Dia
INV-0050255,1666-JXLKU,2025-11-15,2025-11-25,100.25,Pago com Atraso
INV-0050256,1666-JXLKU,2025-10-15,2025-10-24,99.43,Pago com Atraso
INV-0050257,1666-JXLKU,2025-09-15,2025-09-27,102.87,Pago com Atraso
INV-0050258,1666-JXLKU,2025-08-15,2025-08-11,102.69,Pago em Dia
INV-0050259,1666-JXLKU,2025-07-15,2025-07-08,100.04,Pago em Dia
INV-0050260,1666-JXLKU,2025-06-15,2025-07-01,101.6,Pago com Atraso
INV-0050261,1666-JXLKU,2025-05-15,2025-05-12,99.32,Pago em Dia
INV-0050262,1666-JXLKU,2025-04-15,2025-04-14,101.66,Pago em Dia
INV-0050263,1666-JXLKU,2025-03-15,2025-03-13,102.15,Pago em Dia
INV-0050264,1666-JXLKU,2025-02-15,2025-02-21,95.93,Pago com Atraso
INV-0050265,1666-JXLKU,2025-01-15,2025-01-10,96.44,Pago em Dia
INV-0050266,1666-JXLKU,2024-12-15,2024-12-11,102.51,Pago em Dia
INV-0050267,1666-JXLKU,2024-11-15,2024-11-09,96.09,Pago em Dia
INV-0050268,1666-JXLKU,2024-10-15,2024-10-25,97.55,Pago com Atraso
INV-0050269,1666-JXLKU,2024-09-15,2024-09-13,99.52,Pago em Dia
INV-0050270,1666-JXLKU,2024-08-15,2024-08-09,99.74,Pago em Dia
INV-0050271,1666-JXLKU,2024-07-15,2024-07-11,97.96,Pago em Dia
INV-0050272,1666-JXLKU,2024-06-15,2024-06-09,99.12,Pago em Dia
INV-0050273,1666-JXLKU,2024-05-15,2024-05-14,98.97,Pago em Dia
INV-0050274,1666-JXLKU,2024-04-15,2024-04-12,99.73,Pago em Dia
INV-0050275,1666-JXLKU,2024-03-15,2024-03-14,99.27,Pago em Dia
INV-0050276,1666-JXLKU,2024-02-15,2024-02-11,101.61,Pago em Dia
INV-0050277,1666-JXLKU,2024-01-15,2024-01-26,100.8,Pago com Atraso
INV-0050278,1666-JXLKU,2023-12-15,2023-12-10,100.31,Pago em Dia
INV-0050279,1666-JXLKU,2023-11-15,2023-11-10,99.76,Pago em Dia
INV-0050280,1666-JXLKU,2023-10-15,2023-10-12,101.61,Pago em Dia
INV-0050281,1666-JXLKU,2023-09-15,2023-09-12,98.81,Pago em Dia
INV-0050282,1666-JXLKU,2023-08-15,2023-08-08,102.12,Pago em Dia
INV-0050283,1666-JXLKU,2023-07-15,2023-07-31,103.54,Pago com Atraso
INV-0050284,1666-JXLKU,2023-06-15,2023-06-20,99.36,Pago com Atraso
INV-0050285,1666-JXLKU,2023-05-15,2023-05-20,101.89,Pago com Atraso
INV-0050286,1666-JXLKU,2023-04-15,2023-04-09,100.57,Pago em Dia
INV-0050287,1666-JXLKU,2023-03-15,2023-03-20,96.26,Pago com Atraso
INV-0050288,1666-JXLKU,2023-02-15,2023-02-14,99.74,Pago em Dia
INV-0050289,1666-JXLKU,2023-01-15,2023-01-10,100.76,Pago em Dia
INV-0050290,1666-JXLKU,2022-12-15,2022-12-11,98.15,Pago em Dia
INV-0050291,1666-JXLKU,2022-11-15,2022-11-14,101.1,Pago em Dia
INV-0050292,9894-QMIMJ,2025-11-15,2025-11-10,56.73,Pago em Dia
INV-0050293,9894-QMIMJ,2025-10-15,2025-10-26,55.24,Pago com Atraso
INV-0050294,9894-QMIMJ,2025-09-15,2025-09-08,56.72,Pago em Dia
INV-0050295,9894-QMIMJ,2025-08-15,2025-08-10,56.95,Pago em Dia
INV-0050296,9894-QMIMJ,2025-07-15,2025-07-29,56.0,Pago com Atraso
INV-0050297,9894-QMIMJ,2025-06-15,2025-06-11,55.15,Pago em Dia
INV-0050298,9894-QMIMJ,2025-05-15,2025-05-14,55.12,Pago em Dia
INV-0050299,9894-QMIMJ,2025-04-15,2025-04-14,55.7,Pago em Dia
INV-0050300,9894-QMIMJ,2025-03-15,2025-03-14,55.93,Pago em Dia
INV-0050301,9894-QMIMJ,2025-02-15,2025-02-14,56.76,Pago em Dia
INV-0050302,9894-QMIMJ,2025-01-15,2025-01-08,57.82,Pago em Dia
INV-0050303,9894-QMIMJ,2024-12-15,2024-12-12,57.15,Pago em Dia
INV-0050304,9894-QMIMJ,2024-11-15,2024-11-12,53.96,Pago em Dia
INV-0050305,9894-QMIMJ,2024-10-15,2024-10-09,56.17,Pago em Dia
INV-0050306,9894-QMIMJ,2024-09-15,2024-09-10,55.64,Pago em Dia
INV-0050307,9894-QMIMJ,2024-08-15,2024-08-08,54.1,Pago em Dia
INV-0050308,9894-QMIMJ,2024-07-15,2024-07-08,56.0,Pago em Dia
INV-0050309,9894-QMIMJ,2024-06-15,2024-06-09,56.02,Pago em Dia
INV-0050310,9894-QMIMJ,2024-05-15,2024-05-08,53.69,Pago em Dia
INV-0050311,9894-QMIMJ,2024-04-15,2024-04-14,54.55,Pago em Dia
INV-0050312,9894-QMIMJ,2024-03-15,2024-03-14,55.6,Pago em Dia
INV-0050313,9894-QMIMJ,2024-02-15,2024-02-13,55.41,Pago em Dia
INV-0050314,9894-QMIMJ,2024-01-15,2024-01-10,55.92,Pago em Dia
INV-0050315,8454-AATJP,2025-11-15,2025-11-13,114.86,Pago em Dia
INV-0050316,8454-AATJP,2025-10-15,2025-10-08,117.52,Pago em Dia
INV-0050317,8454-AATJP,2025-09-15,2025-09-10,115.96,Pago em Dia
INV-0050318,8454-AATJP,2025-08-15,2025-08-11,115.55,Pago em Dia
INV-0050319,8454-AATJP,2025-07-15,2025-07-09,118.79,Pago em Dia
INV-0050320,8454-AATJP,2025-06-15,2025-06-08,117.11,Pago em Dia
INV-0050321,8454-AATJP,2025-05-15,2025-05-08,115.94,Pago em Dia
INV-0050322,8454-AATJP,2025-04-15,2025-04-08,115.64,Pago em Dia
INV-0050323,8454-AATJP,2025-03-15,2025-03-14,112.5,Pago em Dia
INV-0050324,8454-AATJP,2025-02-15,2025-02-08,118.1,Pago em Dia
INV-0050325,8454-AATJP,2025-01-15,2025-01-09,113.37,Pago em Dia
INV-0050326,8454-AATJP,2024-12-15,2024-12-10,115.62,Pago em Dia
INV-0050327,8454-AATJP,2024-11-15,2024-11-10,115.67,Pago em Dia
INV-0050328,8454-AATJP,2024-10-15,2024-10-12,116.59,Pago em Dia
INV-0050329,8454-AATJP,2024-09-15,2024-09-10,112.45,Pago em Dia
INV-0050330,8454-AATJP,2024-08-15,2024-08-09,116.33,Pago em Dia
INV-0050331,8454-AATJP,2024-07-15,2024-07-14,113.92,Pago em Dia
INV-0050332,8454-AATJP,2024-06-15,2024-06-10,116.55,Pago em Dia
INV-0050333,8454-AATJP,2024-05-15,2024-05-10,115.33,Pago em Dia
INV-0050334,8454-AATJP,2024-04-15,2024-04-12,114.48,Pago em Dia
INV-0050335,8454-AATJP,2024-03-15,2024-03-11,111.08,Pago em Dia
INV-0050336,8454-AATJP,2024-02-15,2024-02-13,111.44,Pago em Dia
INV-0050337,8454-AATJP,2024-01-15,2024-01-08,112.86,Pago em Dia
INV-0050338,8454-AATJP,2023-12-15,2023-12-09,116.28,Pago em Dia
INV-0050339,8454-AATJP,2023-11-15,2023-11-09,113.63,Pago em Dia
INV-0050340,8454-AATJP,2023-10-15,2023-10-10,114.84,Pago em Dia
INV-0050341,8454-AATJP,2023-09-15,2023-09-08,112.11,Pago em Dia
INV-0050342,8454-AATJP,2023-08-15,2023-08-12,115.0,Pago em Dia
INV-0050343,8454-AATJP,2023-07-15,2023-07-12,113.8,Pago em Dia
INV-0050344,8454-AATJP,2023-06-15,2023-06-08,119.25,Pago em Dia
INV-0050345,8454-AATJP,2023-05-15,2023-05-10,115.6,Pago em Dia
INV-0050346,8454-AATJP,2023-04-15,2023-04-14,117.36,Pago em Dia
INV-0050347,8454-AATJP,2023-03-15,2023-03-08,118.51,Pago em Dia
INV-0050348,8454-AATJP,2023-02-15,2023-02-12,118.03,Pago em Dia
INV-0050349,8454-AATJP,2023-01-15,2023-01-14,113.86,Pago em Dia
INV-0050350,8454-AATJP,2022-12-15,2022-12-14,113.93,Pago em Dia
INV-0050351,8454-AATJP,2022-11-15,2022-11-12,115.81,Pago em Dia
INV-0050352,8454-AATJP,2022-10-15,2022-10-10,117.71,Pago em Dia
INV-0050353,8454-AATJP,2022-09-15,2022-09-09,112.58,Pago em Dia
INV-0050354,8454-AATJP,2022-08-15,2022-08-10,116.08,Pago em Dia
INV-0050355,8454-AATJP,2022-07-15,2022-07-11,117.11,Pago em Dia
INV-0050356,8454-AATJP,2022-06-15,2022-06-14,113.87,Pago em Dia
INV-0050357,8454-AATJP,2022-05-15,2022-05-08,115.93,Pago em Dia
INV-0050358,8454-AATJP,2022-04-15,2022-04-14,113.13,Pago em Dia
INV-0050359,8454-AATJP,2022-03-15,2022-03-12,117.83,Pago em Dia
INV-0050360,8454-AATJP,2022-02-15,2022-02-08,113.16,Pago em Dia
INV-0050361,8454-AATJP,2022-01-15,2022-01-11,112.42,Pago em Dia
INV-0050362,8454-AATJP,2021-12-15,2021-12-08,114.21,Pago em Dia
INV-0050363,8454-AATJP,2021-11-15,2021-11-11,113.51,Pago em Dia
INV-0050364,8454-AATJP,2021-10-15,2021-10-13,115.34,Pago em Dia
INV-0050365,8454-AATJP,2021-09-15,2021-09-13,116.25,Pago em Dia
INV-0050366,8454-AATJP,2021-08-15,2021-08-09,115.23,Pago em Dia
INV-0050367,8454-AATJP,2021-07-15,2021-07-12,111.33,Pago em Dia
INV-0050368,8454-AATJP,2021-06-15,2021-06-13,114.53,Pago em Dia
INV-0050369,8454-AATJP,2021-05-15,2021-05-14,114.27,Pago em Dia
INV-0050370,8454-AATJP,2021-04-15,2021-04-09,112.44,Pago em Dia
INV-0050371,8454-AATJP,2021-03-15,2021-03-11,112.88,Pago em Dia
INV-0050372,8454-AATJP,2021-02-15,2021-02-14,114.53,Pago em Dia
INV-0050373,8454-AATJP,2021-01-15,2021-01-08,115.5,Pago em Dia
INV-0050374,8454-AATJP,2020-12-15,2020-12-13,117.3,Pago em Dia
INV-0050375,8454-AATJP,2020-11-15,2020-11-10,112.74,Pago em Dia
INV-0050376,8454-AATJP,2020-10-15,2020-10-09,117.77,Pago em Dia
INV-0050377,8454-AATJP,2020-09-15,2020-09-11,112.26,Pago em Dia
INV-0050378,8454-AATJP,2020-08-15,2020-08-10,114.57,Pago em Dia
INV-0050379,8454-AATJP,2020-07-15,2020-07-09,112.61,Pago em Dia
INV-0050380,8454-AATJP,2020-06-15,2020-06-10,118.61,Pago em Dia
INV-0050381,8454-AATJP,2020-05-15,2020-05-13,114.09,Pago em Dia
INV-0050382,8454-AATJP,2020-04-15,2020-04-11,114.13,Pago em Dia
INV-0050383,8454-AATJP,2020-03-15,2020-03-09,116.88,Pago em Dia
INV-0050384,8454-AATJP,2020-02-15,2020-02-12,115.71,Pago em Dia
INV-0050385,8454-AATJP,2020-01-15,2020-01-10,117.77,Pago em Dia
INV-0050386,8454-AATJP,2019-12-15,2019-12-08,118.25,Pago em Dia
INV-0050387,6650-VJONK,2025-11-15,2025-11-14,45.51,Pago em Dia
INV-0050388,0943-ZQPXH,2025-11-15,2025-11-14,92.67,Pago em Dia
INV-0050389,0943-ZQPXH,2025-10-15,2025-10-09,93.09,Pago em Dia
INV-0050390,0943-ZQPXH,2025-09-15,2025-09-12,94.32,Pago em Dia
INV-0050391,0943-ZQPXH,2025-08-15,2025-08-10,91.66,Pago em Dia
INV-0050392,0943-ZQPXH,2025-07-15,2025-07-09,93.29,Pago em Dia
INV-0050393,0943-ZQPXH,2025-06-15,2025-06-13,92.75,Pago em Dia
INV-0050394,0943-ZQPXH,2025-05-15,2025-05-12,93.92,Pago em Dia
INV-0050395,0943-ZQPXH,2025-04-15,2025-04-10,92.18,Pago em Dia
INV-0050396,0943-ZQPXH,2025-03-15,2025-03-12,92.22,Pago em Dia
INV-0050397,0943-ZQPXH,2025-02-15,2025-02-10,89.73,Pago em Dia
INV-0050398,0943-ZQPXH,2025-01-15,2025-01-13,90.34,Pago em Dia
INV-0050399,0943-ZQPXH,2024-12-15,2024-12-11,92.75,Pago em Dia
INV-0050400,0943-ZQPXH,2024-11-15,2024-11-12,96.36,Pago em Dia
INV-0050401,0943-ZQPXH,2024-10-15,2024-10-08,95.88,Pago em Dia
INV-0050402,0943-ZQPXH,2024-09-15,2024-09-08,92.1,Pago em Dia
INV-0050403,0943-ZQPXH,2024-08-15,2024-08-29,92.4,Pago com Atraso
INV-0050404,0943-ZQPXH,2024-07-15,2024-07-14,93.31,Pago em Dia
INV-0050405,0943-ZQPXH,2024-06-15,2024-06-11,93.25,Pago em Dia
INV-0050406,0943-ZQPXH,2024-05-15,2024-05-09,94.66,Pago em Dia
INV-0050407,0943-ZQPXH,2024-04-15,2024-04-11,93.9,Pago em Dia
INV-0050408,0943-ZQPXH,2024-03-15,2024-03-13,93.21,Pago em Dia
INV-0050409,0943-ZQPXH,2024-02-15,2024-03-03,90.41,Pago com Atraso
INV-0050410,0943-ZQPXH,2024-01-15,2024-01-11,93.96,Pago em Dia
INV-0050411,0943-ZQPXH,2023-12-15,2023-12-11,92.85,Pago em Dia
INV-0050412,0943-ZQPXH,2023-11-15,2023-11-09,90.26,Pago em Dia
INV-0050413,0943-ZQPXH,2023-10-15,2023-10-13,93.23,Pago em Dia
INV-0050414,0943-ZQPXH,2023-09-15,2023-09-08,94.36,Pago em Dia
INV-0050415,0943-ZQPXH,2023-08-15,2023-08-09,93.86,Pago em Dia
INV-0050416,0943-ZQPXH,2023-07-15,2023-07-11,94.2,Pago em Dia
INV-0050417,0943-ZQPXH,2023-06-15,2023-06-08,93.3,Pago em Dia
INV-0050418,0943-ZQPXH,2023-05-15,2023-05-09,93.65,Pago em Dia
INV-0050419,0943-ZQPXH,2023-04-15,2023-04-08,93.43,Pago em Dia
INV-0050420,0943-ZQPXH,2023-03-15,2023-03-14,93.75,Pago em Dia
INV-0050421,0943-ZQPXH,2023-02-15,2023-02-10,97.87,Pago em Dia
INV-0050422,0943-ZQPXH,2023-01-15,2023-01-10,90.79,Pago em Dia
INV-0050423,0943-ZQPXH,2022-12-15,2022-12-12,93.99,Pago em Dia
INV-0050424,0943-ZQPXH,2022-11-15,2022-11-13,88.62,Pago em Dia
INV-0050425,0943-ZQPXH,2022-10-15,2022-10-09,91.25,Pago em Dia
INV-0050426,0943-ZQPXH,2022-09-15,2022-09-08,95.26,Pago em Dia
INV-0050427,0943-ZQPXH,2022-08-15,2022-08-14,94.05,Pago em Dia
INV-0050428,0943-ZQPXH,2022-07-15,2022-07-11,92.55,Pago em Dia
INV-0050429,0943-ZQPXH,2022-06-15,2022-06-11,89.26,Pago em Dia
INV-0050430,0943-ZQPXH,2022-05-15,2022-05-08,91.97,Pago em Dia
INV-0050431,0943-ZQPXH,2022-04-15,2022-04-23,91.51,Pago com Atraso
INV-0050432,8263-OKETD,2025-11-15,2025-11-13,68.55,Pago em Dia
INV-0050433,8263-OKETD,2025-10-15,2025-10-12,70.26,Pago em Dia
INV-0050434,8263-OKETD,2025-09-15,2025-09-12,70.35,Pago em Dia
INV-0050435,8263-OKETD,2025-08-15,2025-08-09,70.92,Pago em Dia
INV-0050436,8263-OKETD,2025-07-15,2025-07-08,69.56,Pago em Dia
INV-0050437,8263-OKETD,2025-06-15,2025-07-05,68.13,Pago com Atraso
INV-0050438,8263-OKETD,2025-05-15,2025-05-12,69.09,Pago em Dia
INV-0050439,8263-OKETD,2025-04-15,2025-04-10,68.14,Pago em Dia
INV-0050440,8263-OKETD,2025-03-15,2025-03-10,67.67,Pago em Dia
INV-0050441,8263-OKETD,2025-02-15,2025-02-11,71.61,Pago em Dia
INV-0050442,8263-OKETD,2025-01-15,2025-01-13,68.2,Pago em Dia
INV-0050443,8263-OKETD,2024-12-15,2024-12-11,70.83,Pago em Dia
INV-0050444,8263-OKETD,2024-11-15,2024-11-08,69.91,Pago em Dia
INV-0050445,8263-OKETD,2024-10-15,2024-10-13,67.87,Pago em Dia
INV-0050446,8263-OKETD,2024-09-15,2024-09-11,68.75,Pago em Dia
INV-0050447,8263-OKETD,2024-08-15,2024-08-12,70.71,Pago em Dia
INV-0050448,8263-OKETD,2024-07-15,2024-07-08,67.5,Pago em Dia
INV-0050449,8263-OKETD,2024-06-15,2024-06-08,67.05,Pago em Dia
INV-0050450,8263-OKETD,2024-05-15,2024-05-14,69.03,Pago em Dia
INV-0050451,8263-OKETD,2024-04-15,2024-04-13,69.22,Pago em Dia
INV-0050452,9835-ZIITK,2025-11-15,2025-11-08,111.47,Pago em Dia
INV-0050453,9835-ZIITK,2025-10-15,2025-10-20,107.76,Pago com Atraso
INV-0050454,9835-ZIITK,2025-09-15,2025-10-05,111.2,Pago com Atraso
INV-0050455,9835-ZIITK,2025-08-15,2025-08-31,110.66,Pago com Atraso
INV-0050456,9835-ZIITK,2025-07-15,2025-07-12,109.14,Pago em Dia
INV-0050457,9835-ZIITK,2025-06-15,2025-06-08,113.68,Pago em Dia
INV-0050458,9835-ZIITK,2025-05-15,2025-06-03,110.86,Pago com Atraso
INV-0050459,9835-ZIITK,2025-04-15,2025-04-13,112.95,Pago em Dia
INV-0050460,9835-ZIITK,2025-03-15,2025-03-14,112.45,Pago em Dia
INV-0050461,9835-ZIITK,2025-02-15,2025-02-23,109.11,Pago com Atraso
INV-0050462,9835-ZIITK,2025-01-15,2025-01-12,110.76,Pago em Dia
INV-0050463,9835-ZIITK,2024-12-15,2024-12-13,110.66,Pago em Dia
INV-0050464,9835-ZIITK,2024-11-15,2024-11-14,110.57,Pago em Dia
INV-0050465,9835-ZIITK,2024-10-15,2024-10-10,114.12,Pago em Dia
INV-0050466,9835-ZIITK,2024-09-15,2024-09-11,113.45,Pago em Dia
INV-0050467,9835-ZIITK,2024-08-15,2024-08-14,110.07,Pago em Dia
INV-0050468,9835-ZIITK,2024-07-15,2024-07-08,112.82,Pago em Dia
INV-0050469,9835-ZIITK,2024-06-15,2024-06-14,113.27,Pago em Dia
INV-0050470,9835-ZIITK,2024-05-15,2024-05-10,111.41,Pago em Dia
INV-0050471,9835-ZIITK,2024-04-15,2024-04-14,114.25,Pago em Dia
INV-0050472,9835-ZIITK,2024-03-15,2024-03-12,111.88,Pago em Dia
INV-0050473,9835-ZIITK,2024-02-15,2024-03-01,108.31,Pago com Atraso
INV-0050474,9835-ZIITK,2024-01-15,2024-01-14,111.88,Pago em Dia
INV-0050475,9835-ZIITK,2023-12-15,2023-12-09,109.22,Pago em Dia
INV-0050476,9835-ZIITK,2023-11-15,2023-11-13,107.03,Pago em Dia
INV-0050477,9835-ZIITK,2023-10-15,2023-10-12,110.53,Pago em Dia
INV-0050478,9835-ZIITK,2023-09-15,2023-09-11,107.0,Pago em Dia
INV-0050479,9835-ZIITK,2023-08-15,2023-08-10,111.89,Pago em Dia
INV-0050480,9835-ZIITK,2023-07-15,2023-07-08,110.34,Pago em Dia
INV-0050481,9835-ZIITK,2023-06-15,2023-06-23,113.6,Pago com Atraso
INV-0050482,9835-ZIITK,2023-05-15,2023-05-11,110.67,Pago em Dia
INV-0050483,9835-ZIITK,2023-04-15,2023-04-11,113.03,Pago em Dia
INV-0050484,9835-ZIITK,2023-03-15,2023-03-11,111.34,Pago em Dia
INV-0050485,9835-ZIITK,2023-02-15,2023-02-13,106.4,Pago em Dia
INV-0050486,9835-ZIITK,2023-01-15,2023-01-14,113.19,Pago em Dia
INV-0050487,9835-ZIITK,2022-12-15,2022-12-09,110.41,Pago em Dia
INV-0050488,9835-ZIITK,2022-11-15,2022-11-13,117.67,Pago em Dia
INV-0050489,9835-ZIITK,2022-10-15,2022-10-11,115.5,Pago em Dia
INV-0050490,9835-ZIITK,2022-09-15,2022-09-25,108.77,Pago com Atraso
INV-0050491,9835-ZIITK,2022-08-15,2022-08-12,112.11,Pago em Dia
INV-0050492,9835-ZIITK,2022-07-15,2022-07-14,114.89,Pago em Dia
INV-0050493,9835-ZIITK,2022-06-15,2022-06-14,110.61,Pago em Dia
INV-0050494,9835-ZIITK,2022-05-15,2022-05-09,114.53,Pago em Dia
INV-0050495,9835-ZIITK,2022-04-15,2022-04-10,108.92,Pago em Dia
INV-0050496,9835-ZIITK,2022-03-15,2022-03-14,110.07,Pago em Dia
INV-0050497,9835-ZIITK,2022-02-15,2022-02-11,110.77,Pago em Dia
INV-0050498,9835-ZIITK,2022-01-15,2022-01-22,108.07,Pago com Atraso
INV-0050499,9835-ZIITK,2021-12-15,2021-12-14,109.15,Pago em Dia
INV-0050500,9835-ZIITK,2021-11-15,2021-12-03,110.44,Pago com Atraso
INV-0050501,9835-ZIITK,2021-10-15,2021-10-08,109.17,Pago em Dia
INV-0050502,9835-ZIITK,2021-09-15,2021-09-12,108.54,Pago em Dia
INV-0050503,9835-ZIITK,2021-08-15,2021-08-11,112.18,Pago em Dia
INV-0050504,9835-ZIITK,2021-07-15,2021-07-10,110.53,Pago em Dia
INV-0050505,9835-ZIITK,2021-06-15,2021-06-12,111.54,Pago em Dia
INV-0050506,9835-ZIITK,2021-05-15,2021-05-17,108.22,Pago com Atraso
INV-0050507,9835-ZIITK,2021-04-15,2021-04-11,110.79,Pago em Dia
INV-0050508,9835-ZIITK,2021-03-15,2021-03-09,105.83,Pago em Dia
INV-0050509,9835-ZIITK,2021-02-15,2021-02-10,107.79,Pago em Dia
INV-0050510,9835-ZIITK,2021-01-15,2021-01-10,108.85,Pago em Dia
INV-0050511,9835-ZIITK,2020-12-15,2020-12-10,112.54,Pago em Dia
INV-0050512,9835-ZIITK,2020-11-15,2020-11-11,111.55,Pago em Dia
INV-0050513,9835-ZIITK,2020-10-15,2020-10-14,111.15,Pago em Dia
INV-0050514,9835-ZIITK,2020-09-15,2020-09-08,112.86,Pago em Dia
INV-0050515,9835-ZIITK,2020-08-15,2020-08-13,109.33,Pago em Dia
INV-0050516,9835-ZIITK,2020-07-15,2020-07-09,104.16,Pago em Dia
INV-0050517,9835-ZIITK,2020-06-15,2020-07-02,113.65,Pago com Atraso
INV-0050518,6288-LBEAR,2025-11-15,2025-11-09,78.3,Pago em Dia
INV-0050519,6288-LBEAR,2025-10-15,2025-10-12,78.43,Pago em Dia
INV-0050520,6288-LBEAR,2025-09-15,2025-10-02,79.54,Pago com Atraso
INV-0050521,6288-LBEAR,2025-08-15,2025-08-18,81.23,Pago com Atraso
INV-0050522,6288-LBEAR,2025-07-15,2025-07-12,81.16,Pago em Dia
INV-0050523,6288-LBEAR,2025-06-15,2025-06-11,77.2,Pago em Dia
INV-0050524,6288-LBEAR,2025-05-15,2025-05-09,78.92,Pago em Dia
INV-0050525,6288-LBEAR,2025-04-15,2025-04-28,79.28,Pago com Atraso
INV-0050526,6288-LBEAR,2025-03-15,2025-03-09,79.67,Pago em Dia
INV-0050527,6288-LBEAR,2025-02-15,2025-02-13,77.63,Pago em Dia
INV-0050528,6288-LBEAR,2025-01-15,2025-01-18,78.12,Pago com Atraso
INV-0050529,6288-LBEAR,2024-12-15,2024-12-09,80.49,Pago em Dia
INV-0050530,6288-LBEAR,2024-11-15,2024-11-14,80.66,Pago em Dia
INV-0050531,6288-LBEAR,2024-10-15,2024-10-26,77.19,Pago com Atraso
INV-0050532,6288-LBEAR,2024-09-15,2024-09-21,76.97,Pago com Atraso
INV-0050533,6288-LBEAR,2024-08-15,2024-08-09,80.35,Pago em Dia
INV-0050534,6288-LBEAR,2024-07-15,2024-07-19,79.86,Pago com Atraso
INV-0050535,6288-LBEAR,2024-06-15,2024-06-11,76.78,Pago em Dia
INV-0050536,6288-LBEAR,2024-05-15,2024-05-18,79.09,Pago com Atraso
INV-0050537,6288-LBEAR,2024-04-15,2024-04-08,78.98,Pago em Dia
INV-0050538,6288-LBEAR,2024-03-15,2024-03-13,79.69,Pago em Dia
INV-0050539,6288-LBEAR,2024-02-15,2024-02-14,78.64,Pago em Dia
INV-0050540,6288-LBEAR,2024-01-15,2024-01-14,80.02,Pago em Dia
INV-0050541,8573-JGCZW,2025-11-15,2025-11-11,19.97,Pago em Dia
INV-0050542,8573-JGCZW,2025-10-15,2025-10-13,18.8,Pago em Dia
INV-0050543,8573-JGCZW,2025-09-15,2025-09-11,19.62,Pago em Dia
INV-0050544,8573-JGCZW,2025-08-15,2025-08-27,19.85,Pago com Atraso
INV-0050545,8573-JGCZW,2025-07-15,2025-07-08,20.11,Pago em Dia
INV-0050546,8573-JGCZW,2025-06-15,2025-06-09,19.17,Pago em Dia
INV-0050547,8573-JGCZW,2025-05-15,2025-05-13,19.96,Pago em Dia
INV-0050548,8573-JGCZW,2025-04-15,2025-04-08,19.71,Pago em Dia
INV-0050549,8573-JGCZW,2025-03-15,2025-03-27,19.53,Pago com Atraso
INV-0050550,8573-JGCZW,2025-02-15,2025-02-10,20.4,Pago em Dia
INV-0050551,8573-JGCZW,2025-01-15,2025-01-09,19.26,Pago em Dia
INV-0050552,8573-JGCZW,2024-12-15,2024-12-11,19.93,Pago em Dia
INV-0050553,8573-JGCZW,2024-11-15,2024-11-11,19.51,Pago em Dia
INV-0050554,8573-JGCZW,2024-10-15,2024-10-12,19.98,Pago em Dia
INV-0050555,8573-JGCZW,2024-09-15,2024-09-08,19.51,Pago em Dia
INV-0050556,8573-JGCZW,2024-08-15,2024-08-09,19.6,Pago em Dia
INV-0050557,8573-JGCZW,2024-07-15,2024-07-14,19.86,Pago em Dia
INV-0050558,9481-WHGWY,2025-11-15,2025-11-10,77.11,Pago em Dia
INV-0050559,9481-WHGWY,2025-10-15,2025-10-11,75.57,Pago em Dia
INV-0050560,9481-WHGWY,2025-09-15,2025-09-14,76.88,Pago em Dia
INV-0050561,9481-WHGWY,2025-08-15,2025-08-08,73.54,Pago em Dia
INV-0050562,9481-WHGWY,2025-07-15,2025-07-08,76.75,Pago em Dia
INV-0050563,9481-WHGWY,2025-06-15,2025-06-12,75.2,Pago em Dia
INV-0050564,9481-WHGWY,2025-05-15,2025-05-08,76.01,Pago em Dia
INV-0050565,9481-WHGWY,2025-04-15,2025-04-08,76.7,Pago em Dia
INV-0050566,9481-WHGWY,2025-03-15,2025-03-08,75.56,Pago em Dia
INV-0050567,9481-WHGWY,2025-02-15,2025-02-12,75.28,Pago em Dia
INV-0050568,9481-WHGWY,2025-01-15,2025-01-10,76.58,Pago em Dia
INV-0050569,9481-WHGWY,2024-12-15,2025-01-04,75.73,Pago com Atraso
INV-0050570,9481-WHGWY,2024-11-15,2024-11-14,74.67,Pago em Dia
INV-0050571,9481-WHGWY,2024-10-15,2024-10-08,74.68,Pago em Dia
INV-0050572,9481-WHGWY,2024-09-15,2024-09-14,75.43,Pago em Dia
INV-0050573,9481-WHGWY,2024-08-15,2024-08-11,76.15,Pago em Dia
INV-0050574,9481-WHGWY,2024-07-15,2024-07-11,73.93,Pago em Dia
INV-0050575,9481-WHGWY,2024-06-15,2024-06-13,75.42,Pago em Dia
INV-0050576,9481-WHGWY,2024-05-15,2024-05-12,75.24,Pago em Dia
INV-0050577,9481-WHGWY,2024-04-15,2024-04-13,75.21,Pago em Dia
INV-0050578,9481-WHGWY,2024-03-15,2024-03-12,77.51,Pago em Dia
INV-0050579,9481-WHGWY,2024-02-15,2024-02-08,71.7,Pago em Dia
INV-0050580,9481-WHGWY,2024-01-15,2024-01-11,74.33,Pago em Dia
INV-0050581,9481-WHGWY,2023-12-15,2023-12-11,76.27,Pago em Dia
INV-0050582,9481-WHGWY,2023-11-15,2023-11-08,74.4,Pago em Dia
INV-0050583,9481-WHGWY,2023-10-15,2023-10-24,74.98,Pago com Atraso
INV-0050584,9481-WHGWY,2023-09-15,2023-09-19,75.7,Pago com Atraso
INV-0050585,9481-WHGWY,2023-08-15,2023-08-12,75.13,Pago em Dia
