change_id,customerID,data_evento,tipo_alteracao,servico
CHG-014176,0562-FGDCR,2021-06-03,ADD,TechSupport
CHG-014177,0562-FGDCR,2024-12-01,ADD,StreamingTV
CHG-014178,2436-QBZFP,2024-01-11,ADD,DSL
CHG-014179,2436-QBZFP,2025-02-28,ADD,OnlineBackup
CHG-014180,2436-QBZFP,2025-01-08,ADD,StreamingTV
CHG-014181,3420-YJLQT,2025-09-02,ADD,Fiber optic
CHG-014182,3420-YJLQT,2025-09-04,ADD,OnlineBackup
CHG-014183,8242-PDSGJ,2020-02-01,ADD,DSL
CHG-014184,8242-PDSGJ,2022-05-04,ADD,OnlineSecurity
CHG-014185,8242-PDSGJ,2022-10-15,ADD,DeviceProtection
CHG-014186,8242-PDSGJ,2021-12-02,ADD,TechSupport
CHG-014187,0089-IIQKO,2022-08-19,ADD,Fiber optic
CHG-014188,0089-IIQKO,2023-07-23,ADD,TechSupport
CHG-014189,0089-IIQKO,2024-05-04,ADD,StreamingTV
CHG-014190,0089-IIQKO,2023-12-15,ADD,StreamingMovies
CHG-014191,7839-NUIAA,2020-10-28,ADD,DSL
CHG-014192,7839-NUIAA,2021-01-20,ADD,OnlineSecurity
CHG-014193,7839-NUIAA,2023-09-23,ADD,OnlineBackup
CHG-014194,6075-QMNRR,2021-07-25,ADD,DSL
CHG-014195,6075-QMNRR,2025-05-02,ADD,OnlineSecurity
CHG-014196,5378-IKEEG,2025-10-02,ADD,DSL
CHG-014197,5378-IKEEG,2025-10-08,ADD,StreamingTV
CHG-014198,5378-IKEEG,2025-08-27,REMOVE,StreamingTV
CHG-014199,5966-EMAZU,2020-07-30,ADD,Fiber optic
CHG-014200,5966-EMAZU,2023-02-25,ADD,OnlineSecurity
CHG-014201,5966-EMAZU,2023-10-17,ADD,DeviceProtection
CHG-014202,5966-EMAZU,2024-02-28,ADD,TechSupport
CHG-014203,5966-EMAZU,2024-08-09,ADD,StreamingTV
CHG-014204,5966-EMAZU,2021-09-28,ADD,StreamingMovies
CHG-014205,0440-EKDCF,2020-09-28,ADD,DSL
CHG-014206,0440-EKDCF,2024-07-14,ADD,OnlineBackup
CHG-014207,0440-EKDCF,2022-11-06,ADD,DeviceProtection
CHG-014208,0440-EKDCF,2022-02-18,ADD,TechSupport
CHG-014209,2718-GAXQD,2025-07-04,ADD,DSL
CHG-014210,2055-BFOCC,2020-08-29,ADD,DSL
CHG-014211,2055-BFOCC,2021-06-25,ADD,OnlineSecurity
CHG-014212,2055-BFOCC,2022-08-22,ADD,OnlineBackup
CHG-014213,2055-BFOCC,2023-03-30,ADD,DeviceProtection
CHG-014214,2055-BFOCC,2023-05-24,ADD,TechSupport
CHG-014215,2055-BFOCC,2022-06-21,ADD,StreamingTV
CHG-014216,2055-BFOCC,2022-04-26,ADD,StreamingMovies
CHG-014217,8180-AKMJV,2025-10-02,ADD,DSL
CHG-014218,4298-OYIFC,2024-08-08,ADD,Fiber optic
CHG-014219,4298-OYIFC,2025-04-20,ADD,DeviceProtection
CHG-014220,4298-OYIFC,2025-07-04,ADD,TechSupport
CHG-014221,4298-OYIFC,2025-02-05,ADD,StreamingTV
CHG-014222,4298-OYIFC,2025-10-01,ADD,StreamingMovies
CHG-014223,5566-SOEZD,2023-08-14,ADD,Fiber optic
CHG-014224,5566-SOEZD,2024-12-09,ADD,OnlineSecurity
CHG-014225,5566-SOEZD,2025-06-20,ADD,OnlineBackup
CHG-014226,9842-EFSYY,2025-07-04,ADD,DSL
CHG-014227,9842-EFSYY,2025-07-13,ADD,OnlineSecurity
CHG-014228,9842-EFSYY,2025-10-13,ADD,OnlineBackup
CHG-014229,9842-EFSYY,2025-08-20,ADD,DeviceProtection
CHG-014230,9842-EFSYY,2025-10-12,ADD,StreamingTV
CHG-014231,9842-EFSYY,2025-09-04,ADD,StreamingMovies
CHG-014232,2272-WUSPA,2019-12-03,ADD,Fiber optic
CHG-014233,2272-WUSPA,2021-01-24,ADD,OnlineSecurity
CHG-014234,2272-WUSPA,2022-06-08,ADD,OnlineBackup
CHG-014235,2272-WUSPA,2022-10-23,ADD,DeviceProtection
CHG-014236,2272-WUSPA,2022-02-01,ADD,StreamingTV
CHG-014237,2272-WUSPA,2024-07-31,ADD,StreamingMovies
CHG-014238,3898-GUYTS,2022-02-20,ADD,Fiber optic
CHG-014239,3898-GUYTS,2022-03-09,ADD,OnlineSecurity
CHG-014240,3898-GUYTS,2024-06-01,ADD,OnlineBackup
CHG-014241,3898-GUYTS,2024-07-22,ADD,TechSupport
CHG-014242,3898-GUYTS,2023-04-08,ADD,StreamingTV
CHG-014243,0930-EHUZA,2022-11-17,ADD,DSL
CHG-014244,0930-EHUZA,2024-10-18,ADD,OnlineSecurity
CHG-014245,0930-EHUZA,2024-10-05,ADD,OnlineBackup
CHG-014246,0930-EHUZA,2025-04-09,ADD,DeviceProtection
CHG-014247,0930-EHUZA,2024-10-07,ADD,TechSupport
CHG-014248,0930-EHUZA,2025-02-09,ADD,StreamingTV
CHG-014249,6413-XKKPU,2024-06-09,ADD,Fiber optic
CHG-014250,6413-XKKPU,2025-06-01,ADD,OnlineSecurity
CHG-014251,6413-XKKPU,2024-09-26,ADD,DeviceProtection
CHG-014252,6413-XKKPU,2025-10-31,ADD,StreamingTV
CHG-014253,6413-XKKPU,2025-08-20,REMOVE,StreamingTV
CHG-014254,3703-KBKZP,2024-07-09,ADD,Fiber optic
CHG-014255,2626-URJFX,2025-07-04,ADD,DSL
CHG-014256,4973-MGTON,2020-01-02,ADD,DSL
CHG-014257,4973-MGTON,2025-03-15,ADD,OnlineSecurity
CHG-014258,4973-MGTON,2022-11-11,ADD,OnlineBackup
CHG-014259,4973-MGTON,2025-09-10,ADD,DeviceProtection
CHG-014260,4973-MGTON,2020-03-22,ADD,TechSupport
CHG-014261,4973-MGTON,2023-11-06,ADD,StreamingTV
CHG-014262,4973-MGTON,2024-12-24,ADD,StreamingMovies
CHG-014263,2612-RRIDN,2025-07-04,ADD,Fiber optic
CHG-014264,2612-RRIDN,2025-08-25,ADD,StreamingTV
CHG-014265,4735-ASGMA,2023-09-13,ADD,Fiber optic
CHG-014266,4735-ASGMA,2023-12-18,ADD,DeviceProtection
CHG-014267,4735-ASGMA,2024-08-27,ADD,StreamingTV
CHG-014268,4735-ASGMA,2024-06-18,ADD,StreamingMovies
CHG-014269,3446-QDSZF,2025-07-04,ADD,DSL
CHG-014270,3446-QDSZF,2025-09-11,ADD,StreamingTV
CHG-014271,3669-LVWZB,2025-06-04,ADD,DSL
CHG-014272,3669-LVWZB,2025-07-27,ADD,OnlineBackup
CHG-014273,3669-LVWZB,2025-08-24,ADD,StreamingTV
CHG-014274,3669-LVWZB,2025-07-05,ADD,StreamingMovies
CHG-014275,3669-LVWZB,2025-09-13,REMOVE,StreamingTV
CHG-014276,6892-EZDTG,2025-07-04,ADD,Fiber optic
CHG-014277,6892-EZDTG,2025-09-10,ADD,OnlineBackup
CHG-014278,6892-EZDTG,2025-09-10,ADD,StreamingTV
CHG-014279,5117-IFGPS,2023-06-15,ADD,Fiber optic
CHG-014280,5117-IFGPS,2025-10-26,ADD,StreamingMovies
CHG-014281,7379-FNIUJ,2025-09-02,ADD,Fiber optic
CHG-014282,7379-FNIUJ,2025-10-03,ADD,OnlineSecurity
CHG-014283,7379-FNIUJ,2025-10-05,ADD,OnlineBackup
CHG-014284,7379-FNIUJ,2025-10-26,ADD,StreamingTV
CHG-014285,7379-FNIUJ,2025-10-17,ADD,StreamingMovies
CHG-014286,9725-SCPZG,2025-10-02,ADD,Fiber optic
CHG-014287,9725-SCPZG,2025-10-29,ADD,StreamingTV
CHG-014288,9725-SCPZG,2025-10-12,ADD,StreamingMovies
CHG-014289,9725-SCPZG,2025-09-12,REMOVE,StreamingTV
CHG-014290,5884-GCYMI,2025-10-02,ADD,Fiber optic
CHG-014291,3217-FZDMN,2025-03-06,ADD,Fiber optic
CHG-014292,3217-FZDMN,2025-03-21,ADD,DeviceProtection
CHG-014293,3217-FZDMN,2025-04-23,ADD,StreamingTV
CHG-014294,3217-FZDMN,2025-10-09,ADD,StreamingMovies
CHG-014295,3217-FZDMN,2025-09-29,REMOVE,StreamingTV
CHG-014296,0060-FUALY,2020-12-27,ADD,Fiber optic
CHG-014297,0060-FUALY,2023-05-16,ADD,OnlineSecurity
CHG-014298,0060-FUALY,2022-05-08,ADD,OnlineBackup
CHG-014299,0060-FUALY,2022-08-22,ADD,StreamingTV
CHG-014300,7480-QNVZJ,2021-09-23,ADD,Fiber optic
CHG-014301,7480-QNVZJ,2023-10-11,ADD,StreamingTV
CHG-014302,7480-QNVZJ,2022-03-30,ADD,StreamingMovies
CHG-014303,7480-QNVZJ,2025-09-28,REMOVE,StreamingTV
CHG-014304,6954-OOYZZ,2024-05-10,ADD,DSL
CHG-014305,7088-FBAWU,2024-06-09,ADD,DSL
CHG-014306,7088-FBAWU,2025-03-07,ADD,OnlineSecurity
CHG-014307,7088-FBAWU,2024-06-23,ADD,OnlineBackup
CHG-014308,7088-FBAWU,2025-05-25,ADD,StreamingTV
CHG-014309,7088-FBAWU,2024-07-11,ADD,StreamingMovies
CHG-014310,8313-AFGBW,2021-12-22,ADD,DSL
CHG-014311,8313-AFGBW,2025-04-10,ADD,OnlineBackup
CHG-014312,8313-AFGBW,2024-05-16,ADD,DeviceProtection
CHG-014313,8313-AFGBW,2024-03-21,ADD,StreamingTV
CHG-014314,8313-AFGBW,2023-06-29,ADD,StreamingMovies
CHG-014315,3943-KDREE,2023-09-13,ADD,Fiber optic
CHG-014316,9239-ZBZZV,2025-05-05,ADD,DSL
CHG-014317,9239-ZBZZV,2025-06-18,ADD,DeviceProtection
CHG-014318,9239-ZBZZV,2025-09-04,ADD,StreamingTV
CHG-014319,9239-ZBZZV,2025-07-13,ADD,StreamingMovies
CHG-014320,3097-IDVPU,2024-04-10,ADD,DSL
CHG-014321,4398-HSCJH,2025-08-03,ADD,DSL
CHG-014322,4398-HSCJH,2025-10-01,ADD,TechSupport
CHG-014323,4398-HSCJH,2025-09-03,ADD,StreamingTV
CHG-014324,2197-OMWGI,2020-04-01,ADD,DSL
CHG-014325,2197-OMWGI,2025-06-25,ADD,OnlineBackup
CHG-014326,2197-OMWGI,2020-10-03,ADD,DeviceProtection
CHG-014327,2197-OMWGI,2024-04-26,ADD,StreamingTV
CHG-014328,2197-OMWGI,2022-02-13,ADD,StreamingMovies
CHG-014329,9795-VOWON,2025-04-05,ADD,DSL
CHG-014330,7852-LECYP,2024-10-07,ADD,Fiber optic
CHG-014331,7852-LECYP,2025-05-15,ADD,OnlineSecurity
CHG-014332,7852-LECYP,2025-01-31,ADD,OnlineBackup
CHG-014333,7852-LECYP,2025-02-28,ADD,StreamingMovies
CHG-014334,4430-UZIPO,2025-08-03,ADD,DSL
CHG-014335,4430-UZIPO,2025-10-02,ADD,OnlineBackup
CHG-014336,4430-UZIPO,2025-08-27,ADD,TechSupport
CHG-014337,4822-LPTYJ,2019-12-03,ADD,Fiber optic
CHG-014338,4822-LPTYJ,2023-06-26,ADD,OnlineBackup
CHG-014339,4822-LPTYJ,2025-10-06,ADD,DeviceProtection
CHG-014340,4822-LPTYJ,2024-11-20,ADD,StreamingTV
CHG-014341,4822-LPTYJ,2023-04-23,ADD,StreamingMovies
CHG-014342,8165-CBKXO,2020-05-31,ADD,DSL
CHG-014343,8165-CBKXO,2023-05-19,ADD,OnlineBackup
CHG-014344,8165-CBKXO,2023-10-16,ADD,DeviceProtection
CHG-014345,8165-CBKXO,2020-11-18,ADD,StreamingTV
CHG-014346,8165-CBKXO,2022-10-18,ADD,StreamingMovies
CHG-014347,4855-SNKMY,2025-10-02,ADD,DSL
CHG-014348,8008-HAWED,2024-09-07,ADD,DSL
CHG-014349,8008-HAWED,2025-05-28,ADD,DeviceProtection
CHG-014350,8008-HAWED,2025-07-04,ADD,StreamingTV
CHG-014351,8008-HAWED,2024-09-27,ADD,StreamingMovies
CHG-014352,8008-HAWED,2025-09-29,REMOVE,StreamingTV
CHG-014353,7124-UGSUR,2020-10-28,ADD,Fiber optic
CHG-014354,7124-UGSUR,2021-06-29,ADD,OnlineBackup
CHG-014355,7124-UGSUR,2024-06-09,ADD,DeviceProtection
CHG-014356,7124-UGSUR,2023-09-07,ADD,StreamingTV
CHG-014357,7124-UGSUR,2025-07-28,ADD,StreamingMovies
CHG-014358,1862-SKORY,2022-07-20,ADD,DSL
CHG-014359,1862-SKORY,2023-01-29,ADD,OnlineBackup
CHG-014360,1862-SKORY,2025-04-11,ADD,StreamingTV
CHG-014361,5236-XMZJY,2022-05-21,ADD,DSL
CHG-014362,5236-XMZJY,2022-06-03,ADD,OnlineSecurity
CHG-014363,5236-XMZJY,2023-04-14,ADD,OnlineBackup
CHG-014364,5236-XMZJY,2022-11-21,ADD,DeviceProtection
CHG-014365,4827-DPADN,2019-12-03,ADD,DSL
CHG-014366,4827-DPADN,2021-09-27,ADD,OnlineSecurity
CHG-014367,4827-DPADN,2021-08-04,ADD,DeviceProtection
CHG-014368,4827-DPADN,2022-03-19,ADD,TechSupport
CHG-014369,4827-DPADN,2020-06-01,ADD,StreamingTV
CHG-014370,4827-DPADN,2025-10-31,ADD,StreamingMovies
CHG-014371,2694-CIUMO,2024-11-06,ADD,Fiber optic
CHG-014372,2694-CIUMO,2025-02-06,ADD,TechSupport
CHG-014373,0909-SDHNU,2025-04-05,ADD,DSL
CHG-014374,0909-SDHNU,2025-08-10,ADD,OnlineSecurity
CHG-014375,4647-XXZAM,2025-05-05,ADD,DSL
CHG-014376,1502-XFCVR,2021-01-26,ADD,Fiber optic
CHG-014377,1502-XFCVR,2023-06-28,ADD,OnlineSecurity
CHG-014378,1502-XFCVR,2024-11-27,ADD,OnlineBackup
CHG-014379,1502-XFCVR,2024-03-21,ADD,DeviceProtection
CHG-014380,1502-XFCVR,2023-06-08,ADD,StreamingTV
CHG-014381,1502-XFCVR,2022-10-17,ADD,StreamingMovies
CHG-014382,7740-KKCXF,2021-08-24,ADD,DSL
CHG-014383,7740-KKCXF,2022-06-26,ADD,OnlineBackup
CHG-014384,5360-XGYAZ,2019-12-03,ADD,DSL
CHG-014385,5360-XGYAZ,2021-08-23,ADD,OnlineSecurity
CHG-014386,5360-XGYAZ,2023-06-20,ADD,OnlineBackup
CHG-014387,5360-XGYAZ,2022-03-17,ADD,DeviceProtection
CHG-014388,5360-XGYAZ,2025-03-10,ADD,TechSupport
CHG-014389,5360-XGYAZ,2023-11-21,ADD,StreamingTV
CHG-014390,5360-XGYAZ,2025-03-10,ADD,StreamingMovies
CHG-014391,9692-TUSXH,2024-05-10,ADD,Fiber optic
CHG-014392,9692-TUSXH,2025-02-25,ADD,OnlineSecurity
CHG-014393,9692-TUSXH,2025-06-21,ADD,StreamingTV
CHG-014394,9692-TUSXH,2024-11-12,ADD,StreamingMovies
CHG-014395,9692-TUSXH,2025-08-17,REMOVE,OnlineSecurity
CHG-014396,7912-SYRQT,2025-04-05,ADD,Fiber optic
CHG-014397,3557-HTYWR,2021-12-22,ADD,DSL
CHG-014398,3557-HTYWR,2024-06-04,ADD,OnlineSecurity
CHG-014399,3557-HTYWR,2025-03-17,ADD,OnlineBackup
CHG-014400,3557-HTYWR,2022-01-05,ADD,TechSupport
CHG-014401,3557-HTYWR,2022-10-05,ADD,StreamingMovies
CHG-014402,4816-JBHOV,2025-09-02,ADD,DSL
CHG-014403,8920-NAVAY,2020-09-28,ADD,Fiber optic
CHG-014404,8920-NAVAY,2021-02-24,ADD,OnlineBackup
CHG-014405,8920-NAVAY,2025-06-26,ADD,DeviceProtection
CHG-014406,8920-NAVAY,2024-04-05,ADD,TechSupport
CHG-014407,8920-NAVAY,2024-06-23,ADD,StreamingTV
CHG-014408,8920-NAVAY,2025-04-04,ADD,StreamingMovies
CHG-014409,5600-PDUJF,2025-05-05,ADD,DSL
CHG-014410,5600-PDUJF,2025-08-17,ADD,TechSupport
CHG-014411,8292-TYSPY,2024-04-10,ADD,DSL
CHG-014412,8292-TYSPY,2025-02-14,ADD,DeviceProtection
CHG-014413,8292-TYSPY,2025-05-24,ADD,TechSupport
CHG-014414,8292-TYSPY,2025-08-07,REMOVE,TechSupport
CHG-014415,0567-XRHCU,2020-03-02,ADD,DSL
CHG-014416,0567-XRHCU,2024-05-07,ADD,OnlineSecurity
CHG-014417,0567-XRHCU,2021-02-13,ADD,DeviceProtection
CHG-014418,0567-XRHCU,2020-04-23,ADD,StreamingMovies
CHG-014419,1867-BDVFH,2024-12-06,ADD,Fiber optic
CHG-014420,2067-QYTCF,2020-07-30,ADD,Fiber optic
CHG-014421,2067-QYTCF,2022-07-01,ADD,OnlineBackup
CHG-014422,2067-QYTCF,2023-08-21,ADD,DeviceProtection
CHG-014423,2067-QYTCF,2023-12-10,ADD,TechSupport
CHG-014424,2067-QYTCF,2021-11-18,ADD,StreamingTV
CHG-014425,2067-QYTCF,2025-08-01,ADD,StreamingMovies
CHG-014426,2359-QWQUL,2022-08-19,ADD,Fiber optic
CHG-014427,2359-QWQUL,2023-07-12,ADD,OnlineSecurity
CHG-014428,2359-QWQUL,2023-04-30,ADD,DeviceProtection
CHG-014429,2359-QWQUL,2022-08-26,ADD,TechSupport
CHG-014430,2359-QWQUL,2025-07-21,ADD,StreamingTV
CHG-014431,2359-QWQUL,2023-12-18,ADD,StreamingMovies
CHG-014432,2359-QWQUL,2025-08-26,REMOVE,OnlineSecurity
CHG-014433,9103-TCIHJ,2024-08-08,ADD,DSL
CHG-014434,9103-TCIHJ,2025-08-06,ADD,OnlineSecurity
CHG-014435,0052-DCKON,2020-05-31,ADD,Fiber optic
CHG-014436,0052-DCKON,2024-09-19,ADD,OnlineSecurity
CHG-014437,0052-DCKON,2020-10-02,ADD,OnlineBackup
CHG-014438,0052-DCKON,2020-10-01,ADD,DeviceProtection
CHG-014439,0052-DCKON,2021-03-23,ADD,TechSupport
CHG-014440,0052-DCKON,2021-01-29,ADD,StreamingTV
CHG-014441,0052-DCKON,2025-06-24,ADD,StreamingMovies
CHG-014442,3654-ARMGP,2020-10-28,ADD,DSL
CHG-014443,3654-ARMGP,2022-05-02,ADD,OnlineBackup
CHG-014444,3654-ARMGP,2024-05-18,ADD,DeviceProtection
CHG-014445,3654-ARMGP,2021-02-15,ADD,TechSupport
CHG-014446,3654-ARMGP,2023-06-02,ADD,StreamingTV
CHG-014447,3654-ARMGP,2021-12-10,ADD,StreamingMovies
CHG-014448,9699-UBQFS,2022-04-21,ADD,Fiber optic
CHG-014449,9699-UBQFS,2024-05-01,ADD,OnlineSecurity
CHG-014450,9699-UBQFS,2023-02-28,ADD,OnlineBackup
CHG-014451,9699-UBQFS,2022-09-28,ADD,StreamingTV
CHG-014452,1261-FWTTE,2023-12-12,ADD,DSL
CHG-014453,1261-FWTTE,2024-06-13,ADD,StreamingMovies
CHG-014454,3528-HFRIQ,2020-01-02,ADD,DSL
CHG-014455,3528-HFRIQ,2024-01-14,ADD,OnlineBackup
CHG-014456,3528-HFRIQ,2023-08-04,ADD,DeviceProtection
CHG-014457,3528-HFRIQ,2022-07-26,ADD,StreamingTV
CHG-014458,3528-HFRIQ,2023-02-18,ADD,StreamingMovies
CHG-014459,0708-SJDIS,2023-01-16,ADD,DSL
CHG-014460,0708-SJDIS,2024-11-06,ADD,TechSupport
CHG-014461,0708-SJDIS,2023-09-19,ADD,StreamingTV
CHG-014462,2073-QBVBI,2022-06-20,ADD,DSL
CHG-014463,2073-QBVBI,2024-07-03,ADD,OnlineBackup
CHG-014464,2073-QBVBI,2025-06-18,ADD,TechSupport
CHG-014465,3320-VEOYC,2024-09-07,ADD,Fiber optic
CHG-014466,3320-VEOYC,2025-06-06,ADD,StreamingTV
CHG-014467,3320-VEOYC,2025-08-31,ADD,StreamingMovies
CHG-014468,6617-WLBQC,2023-12-12,ADD,Fiber optic
CHG-014469,6617-WLBQC,2024-01-25,ADD,OnlineSecurity
CHG-014470,2599-CIPQE,2020-01-02,ADD,Fiber optic
CHG-014471,2599-CIPQE,2022-03-02,ADD,OnlineSecurity
CHG-014472,2599-CIPQE,2021-12-12,ADD,OnlineBackup
CHG-014473,2599-CIPQE,2024-12-26,ADD,DeviceProtection
CHG-014474,2599-CIPQE,2022-07-24,ADD,TechSupport
CHG-014475,2599-CIPQE,2022-01-13,ADD,StreamingTV
CHG-014476,2599-CIPQE,2024-11-27,ADD,StreamingMovies
CHG-014477,6653-CBBOM,2025-10-02,ADD,Fiber optic
CHG-014478,7326-RIGQZ,2025-05-05,ADD,Fiber optic
CHG-014479,3247-ZVOUO,2025-01-05,ADD,Fiber optic
CHG-014480,3247-ZVOUO,2025-04-15,ADD,StreamingMovies
CHG-014481,0254-FNMCI,2019-12-03,ADD,Fiber optic
CHG-014482,0254-FNMCI,2020-07-24,ADD,OnlineSecurity
CHG-014483,0254-FNMCI,2022-03-02,ADD,OnlineBackup
CHG-014484,0254-FNMCI,2024-06-27,ADD,DeviceProtection
CHG-014485,0254-FNMCI,2024-01-16,ADD,TechSupport
CHG-014486,0254-FNMCI,2021-04-10,ADD,StreamingTV
CHG-014487,0254-FNMCI,2021-12-28,ADD,StreamingMovies
CHG-014488,1848-LBZHY,2025-04-05,ADD,DSL
CHG-014489,1848-LBZHY,2025-08-25,ADD,OnlineSecurity
CHG-014490,6101-IMRMM,2025-05-05,ADD,Fiber optic
CHG-014491,6101-IMRMM,2025-09-21,ADD,DeviceProtection
CHG-014492,6101-IMRMM,2025-08-15,ADD,StreamingTV
CHG-014493,6101-IMRMM,2025-06-17,ADD,StreamingMovies
CHG-014494,6101-IMRMM,2025-09-11,REMOVE,StreamingTV
CHG-014495,8118-TJAFG,2025-02-04,ADD,Fiber optic
CHG-014496,8118-TJAFG,2025-04-12,ADD,OnlineBackup
CHG-014497,8118-TJAFG,2025-08-23,ADD,TechSupport
CHG-014498,8118-TJAFG,2025-02-14,ADD,StreamingTV
CHG-014499,8118-TJAFG,2025-05-18,ADD,StreamingMovies
CHG-014500,5429-LWCMV,2024-11-06,ADD,Fiber optic
CHG-014501,5429-LWCMV,2025-07-19,ADD,OnlineBackup
CHG-014502,5429-LWCMV,2025-02-22,ADD,StreamingMovies
CHG-014503,9758-MFWGD,2021-11-22,ADD,DSL
CHG-014504,9758-MFWGD,2025-10-04,ADD,OnlineBackup
CHG-014505,3955-JBZZM,2024-03-11,ADD,Fiber optic
CHG-014506,3955-JBZZM,2024-06-01,ADD,StreamingTV
CHG-014507,1268-ASBGA,2024-07-09,ADD,Fiber optic
CHG-014508,1268-ASBGA,2024-09-09,ADD,StreamingMovies
CHG-014509,8943-URTMR,2025-09-02,ADD,Fiber optic
CHG-014510,8943-URTMR,2025-10-16,ADD,StreamingTV
CHG-014511,4713-LZDRV,2025-09-02,ADD,Fiber optic
CHG-014512,4713-LZDRV,2025-09-05,ADD,StreamingMovies
CHG-014513,9909-IDLEK,2024-03-11,ADD,Fiber optic
CHG-014514,9909-IDLEK,2025-09-14,ADD,OnlineBackup
CHG-014515,9909-IDLEK,2024-09-26,ADD,TechSupport
CHG-014516,9909-IDLEK,2025-09-06,ADD,StreamingTV
CHG-014517,4325-NFSKC,2024-04-10,ADD,Fiber optic
CHG-014518,4325-NFSKC,2025-08-23,ADD,OnlineSecurity
CHG-014519,4325-NFSKC,2024-05-12,ADD,StreamingTV
CHG-014520,9927-DSWDF,2024-01-11,ADD,Fiber optic
CHG-014521,9927-DSWDF,2025-01-23,ADD,OnlineSecurity
CHG-014522,9927-DSWDF,2024-02-10,ADD,OnlineBackup
CHG-014523,9927-DSWDF,2024-12-11,ADD,TechSupport
CHG-014524,9927-DSWDF,2025-01-18,ADD,StreamingTV
CHG-014525,9927-DSWDF,2024-06-11,ADD,StreamingMovies
CHG-014526,9500-LTVBP,2022-12-17,ADD,Fiber optic
CHG-014527,9500-LTVBP,2024-01-24,ADD,TechSupport
CHG-014528,7252-NTGSS,2025-10-02,ADD,DSL
CHG-014529,8149-AIQCG,2022-08-19,ADD,Fiber optic
CHG-014530,1360-JYXKQ,2021-05-26,ADD,Fiber optic
CHG-014531,1360-JYXKQ,2024-09-07,ADD,DeviceProtection
CHG-014532,1360-JYXKQ,2024-01-15,ADD,TechSupport
CHG-014533,1360-JYXKQ,2022-05-04,ADD,StreamingTV
CHG-014534,1360-JYXKQ,2025-01-19,ADD,StreamingMovies
CHG-014535,7762-URZQH,2020-05-31,ADD,Fiber optic
CHG-014536,7762-URZQH,2023-02-15,ADD,OnlineSecurity
CHG-014537,7762-URZQH,2021-05-20,ADD,DeviceProtection
CHG-014538,7762-URZQH,2020-11-04,ADD,StreamingTV
CHG-014539,7762-URZQH,2022-10-19,ADD,StreamingMovies
CHG-014540,0899-WZRSD,2021-03-27,ADD,Fiber optic
CHG-014541,0899-WZRSD,2024-12-17,ADD,OnlineSecurity
CHG-014542,0899-WZRSD,2025-03-04,ADD,TechSupport
CHG-014543,0899-WZRSD,2022-11-15,ADD,StreamingTV
CHG-014544,0899-WZRSD,2024-06-12,ADD,StreamingMovies
CHG-014545,3255-GRXMG,2024-05-10,ADD,DSL
CHG-014546,4828-FAZPK,2024-07-09,ADD,Fiber optic
CHG-014547,4828-FAZPK,2025-06-09,ADD,OnlineBackup
CHG-014548,6094-ZIVKX,2020-04-01,ADD,DSL
CHG-014549,6094-ZIVKX,2024-10-24,ADD,OnlineSecurity
CHG-014550,6094-ZIVKX,2025-10-12,ADD,DeviceProtection
CHG-014551,3262-EIDHV,2019-12-03,ADD,DSL
CHG-014552,3262-EIDHV,2022-06-26,ADD,OnlineSecurity
CHG-014553,3262-EIDHV,2022-04-21,ADD,DeviceProtection
CHG-014554,3262-EIDHV,2024-08-26,ADD,TechSupport
CHG-014555,3262-EIDHV,2020-05-22,ADD,StreamingTV
CHG-014556,3262-EIDHV,2021-05-13,ADD,StreamingMovies
CHG-014557,7354-OIJLX,2025-02-04,ADD,Fiber optic
CHG-014558,1376-HHBDV,2023-05-16,ADD,DSL
CHG-014559,1376-HHBDV,2024-11-08,ADD,OnlineSecurity
CHG-014560,6907-NZZIJ,2022-11-17,ADD,Fiber optic
CHG-014561,6907-NZZIJ,2024-10-20,ADD,OnlineBackup
CHG-014562,6907-NZZIJ,2023-11-21,ADD,StreamingTV
CHG-014563,6907-NZZIJ,2023-07-15,ADD,StreamingMovies
CHG-014564,6907-NZZIJ,2025-09-13,REMOVE,StreamingTV
CHG-014565,6133-OZILE,2024-05-10,ADD,DSL
CHG-014566,6133-OZILE,2024-12-23,ADD,DeviceProtection
CHG-014567,6133-OZILE,2025-08-30,ADD,TechSupport
CHG-014568,4135-FRWKJ,2021-04-26,ADD,DSL
CHG-014569,4135-FRWKJ,2023-04-09,ADD,OnlineSecurity
CHG-014570,4135-FRWKJ,2025-08-27,ADD,DeviceProtection
CHG-014571,4135-FRWKJ,2022-06-30,ADD,TechSupport
CHG-014572,4135-FRWKJ,2022-06-29,ADD,StreamingTV
CHG-014573,2911-UREFD,2022-08-19,ADD,DSL
CHG-014574,2911-UREFD,2023-09-20,ADD,OnlineSecurity
CHG-014575,2911-UREFD,2024-01-04,ADD,DeviceProtection
CHG-014576,2911-UREFD,2025-04-01,ADD,StreamingTV
CHG-014577,2911-UREFD,2023-06-29,ADD,StreamingMovies
CHG-014578,2911-UREFD,2025-08-13,REMOVE,OnlineSecurity
CHG-014579,3744-ZRRDZ,2024-02-10,ADD,Fiber optic
CHG-014580,3744-ZRRDZ,2025-09-29,ADD,OnlineBackup
CHG-014581,5673-TIYIB,2025-09-02,ADD,DSL
CHG-014582,5673-TIYIB,2025-10-25,ADD,OnlineBackup
CHG-014583,5673-TIYIB,2025-09-27,ADD,DeviceProtection
CHG-014584,5673-TIYIB,2025-10-19,ADD,TechSupport
