customerID,data_aquisicao,canal_aquisicao,codigo_campanha
5135-GRQJV,2019-11-01,Loja Física,EVENTO_LOCAL
2384-OVPSA,2022-09-01,Loja Física,WALK_IN
1371-WEPDS,2022-07-01,Loja Física,EVENTO_LOCAL
3580-GICBM,2020-10-01,Parceiro,PARTNER_SITE
4817-QRJSX,2025-01-01,Website,ORGANIC
9730-DRTMJ,2023-03-01,Telefone,INBOUND
4686-UXDML,2024-02-01,Telefone,TV_ADS_Q3
3349-ANQNH,2020-12-01,Parceiro,PARTNER_SITE
2398-YPMUR,2024-10-01,Website,PPC_GOOGLE
0932-YIXYU,2021-12-01,Telefone,OUTBOUND_CALL
7480-SPLEF,2020-02-01,Loja Física,WALK_IN
7636-XUHWW,2025-09-01,Telefone,TV_ADS_Q3
1431-CYWMH,2024-01-01,Telefone,OUTBOUND_CALL
5937-EORGB,2024-08-01,Website,ORGANIC
6349-JDHQP,2021-06-01,Parceiro,REFERRAL
5539-HIVAK,2023-07-01,Website,BLACKFRIDAY
5847-MXBEO,2024-01-01,Telefone,OUTBOUND_CALL
9985-MWVIX,2025-10-01,Website,ORGANIC
4583-PARNH,2024-07-01,Website,ORGANIC
1116-FRYVH,2021-11-01,Loja Física,EVENTO_LOCAL
1421-HCERK,2023-05-01,Website,ORGANIC
9633-XQABV,2025-08-01,Website,ORGANIC
0716-BQNDX,2021-02-01,Loja Física,WALK_IN
1265-XTECC,2020-03-01,Parceiro,PARTNER_SITE
1183-CANVH,2023-12-01,Loja Física,EVENTO_LOCAL
1972-XMUWV,2020-06-01,Loja Física,WALK_IN
8679-LZBMD,2022-03-01,Loja Física,EVENTO_LOCAL
3407-JMJQQ,2019-12-01,Telefone,OUTBOUND_CALL
6252-DFGTK,2022-10-01,Telefone,OUTBOUND_CALL
1539-LNKHM,2024-11-01,Website,ORGANIC
8645-KOMJQ,2020-02-01,Loja Física,EVENTO_LOCAL
0289-IVARM,2022-12-01,Telefone,INBOUND
9761-XUJWD,2025-06-01,Website,BLACKFRIDAY
4057-FKCZK,2021-01-01,Parceiro,PARTNER_SITE
4291-TPNFG,2019-11-01,Telefone,INBOUND
6087-YPWHO,2019-11-01,Loja Física,EVENTO_LOCAL
3090-QFUVD,2025-10-01,Website,ORGANIC
2237-ZFSMY,2022-08-01,Loja Física,EVENTO_LOCAL
1722-LDZJS,2021-06-01,Parceiro,PARTNER_SITE
1818-ESQMW,2023-08-01,Website,ORGANIC
4871-JTKJF,2025-10-01,Website,BLACKFRIDAY
1415-YFWLT,2025-10-01,Website,BLACKFRIDAY
7401-RUBNK,2024-05-01,Website,BLACKFRIDAY
0506-YLVKJ,2022-01-01,Telefone,TV_ADS_Q3
8661-BOYNW,2019-11-01,Loja Física,EVENTO_LOCAL
6711-VTNRE,2022-11-01,Website,ORGANIC
4815-GBTCD,2025-07-01,Website,ORGANIC
2805-AUFQN,2023-10-01,Telefone,TV_ADS_Q3
0980-PVMRC,2022-07-01,Telefone,OUTBOUND_CALL
7233-DRTRF,2020-08-01,Website,BLACKFRIDAY
3500-RMZLT,2024-08-01,Telefone,INBOUND
3873-NFTGI,2024-09-01,Website,PPC_GOOGLE
1162-ECVII,2019-11-01,Loja Física,EVENTO_LOCAL
7048-GXDAY,2022-08-01,Website,ORGANIC
8571-ZCMCX,2021-12-01,Telefone,INBOUND
1169-WCVAK,2024-04-01,Website,PPC_GOOGLE
4548-SDBKE,2025-06-01,Website,ORGANIC
8066-POXGX,2024-10-01,Website,BLACKFRIDAY
7129-CAKJW,2024-06-01,Website,PPC_GOOGLE
8695-ARGXZ,2023-01-01,Website,ORGANIC
3570-YUEKJ,2022-05-01,Website,ORGANIC
4143-OOBWZ,2025-06-01,Website,ORGANIC
1555-HAPSU,2019-12-01,Parceiro,REFERRAL
1697-NVVGY,2024-04-01,Website,PPC_GOOGLE
7854-EKTJL,2025-09-01,Website,PPC_GOOGLE
8464-EETCQ,2021-02-01,Loja Física,EVENTO_LOCAL
2419-FSORS,2019-11-01,Telefone,OUTBOUND_CALL
8132-YPVBX,2025-05-01,Website,ORGANIC
9102-IAYHT,2024-06-01,Website,PPC_GOOGLE
6754-LZUKA,2020-10-01,Loja Física,EVENTO_LOCAL
3422-LYEPQ,2025-10-01,Website,ORGANIC
8099-MZPUJ,2021-11-01,Telefone,TV_ADS_Q3
0787-LHDYT,2024-07-01,Website,ORGANIC
2642-DTVCO,2025-02-01,Website,ORGANIC
0374-IOEGQ,2025-08-01,Website,BLACKFRIDAY
4361-JEIVL,2025-10-01,Website,ORGANIC
3197-NNYNB,2020-06-01,Parceiro,REFERRAL
3396-DKDEL,2020-01-01,Telefone,OUTBOUND_CALL
1752-OZXFY,2020-11-01,Parceiro,PARTNER_SITE
9066-QRSDU,2020-02-01,Telefone,INBOUND
9112-WSNPU,2022-12-01,Website,PPC_GOOGLE
9867-NNXLC,2024-01-01,Website,PPC_GOOGLE
5321-NTRKC,2020-05-01,Loja Física,EVENTO_LOCAL
1363-TXLSL,2025-10-01,Telefone,OUTBOUND_CALL
9507-EXLTT,2025-10-01,Telefone,INBOUND
3161-GETRM,2023-01-01,Website,BLACKFRIDAY
0402-OAMEN,2019-11-01,Loja Física,EVENTO_LOCAL
6933-VLYFX,2023-04-01,Loja Física,EVENTO_LOCAL
6754-WKSHP,2023-05-01,Loja Física,EVENTO_LOCAL
9846-GKXAS,2025-02-01,Telefone,TV_ADS_Q3
6017-PPLPX,2024-03-01,Website,BLACKFRIDAY
4976-LNFVV,2024-04-01,Website,BLACKFRIDAY
5055-MGMGF,2020-06-01,Telefone,OUTBOUND_CALL
4641-FROLU,2023-05-01,Telefone,OUTBOUND_CALL
2862-JVEOY,2025-05-01,Loja Física,EVENTO_LOCAL
2969-QWUBZ,2025-09-01,Telefone,OUTBOUND_CALL
9822-BIIGN,2021-06-01,Website,ORGANIC
2077-MPJQO,2025-04-01,Website,ORGANIC
1534-OULXE,2020-10-01,Loja Física,WALK_IN
7136-RVDTZ,2020-01-01,Parceiro,PARTNER_SITE
2971-SGAFL,2024-10-01,Website,ORGANIC
1480-IVEVR,2022-12-01,Parceiro,REFERRAL
2905-KFQUV,2025-09-01,Website,BLACKFRIDAY
4581-SSPWD,2025-08-01,Website,PPC_GOOGLE
3370-HXOPH,2025-08-01,Website,ORGANIC
9391-YZEJW,2020-09-01,Loja Física,EVENTO_LOCAL
9958-MEKUC,2019-11-01,Telefone,OUTBOUND_CALL
0281-CNTZX,2020-08-01,Loja Física,WALK_IN
6927-WTFIV,2024-03-01,Website,BLACKFRIDAY
4118-CEVPF,2022-12-01,Parceiro,PARTNER_SITE
3398-ZOUAA,2024-02-01,Website,ORGANIC
9114-VEPUF,2020-09-01,Telefone,TV_ADS_Q3
7876-BEUTG,2024-08-01,Website,PPC_GOOGLE
2338-BQEZT,2021-04-01,Website,ORGANIC
9873-MNDKV,2024-12-01,Website,PPC_GOOGLE
0378-NHQXU,2024-06-01,Website,BLACKFRIDAY
8241-JUIQO,2020-10-01,Parceiro,REFERRAL
2194-IIQOF,2019-12-01,Loja Física,WALK_IN
4512-ZUIYL,2025-09-01,Website,PPC_GOOGLE
9631-RXVJM,2022-12-01,Loja Física,EVENTO_LOCAL
9584-EXCDZ,2024-06-01,Website,PPC_GOOGLE
7969-AULMZ,2024-02-01,Telefone,TV_ADS_Q3
5093-FEGLU,2021-12-01,Telefone,TV_ADS_Q3
2621-UDNLU,2025-08-01,Telefone,OUTBOUND_CALL
7526-IVLYU,2025-08-01,Website,ORGANIC
2428-HYUNX,2022-03-01,Loja Física,WALK_IN
9214-EKVXR,2025-10-01,Telefone,TV_ADS_Q3
3410-MHHUM,2022-03-01,Parceiro,REFERRAL
0568-ONFPC,2025-06-01,Website,BLACKFRIDAY
0733-VUNUW,2023-11-01,Website,BLACKFRIDAY
4550-EVXNY,2025-10-01,Telefone,TV_ADS_Q3
2122-YWVYA,2024-05-01,Telefone,OUTBOUND_CALL
2968-SSGAA,2025-01-01,Website,ORGANIC
2296-DKZFP,2020-06-01,Parceiro,PARTNER_SITE
4844-JJWUY,2025-10-01,Telefone,OUTBOUND_CALL
6777-TGHTM,2021-06-01,Telefone,INBOUND
8909-BOLNL,2025-08-01,Loja Física,EVENTO_LOCAL
6603-YRDCJ,2023-02-01,Loja Física,WALK_IN
3538-WZPHD,2025-08-01,Website,PPC_GOOGLE
3229-USWAR,2023-01-01,Parceiro,PARTNER_SITE
2138-VFAPZ,2024-09-01,Parceiro,PARTNER_SITE
6131-JLWZM,2024-10-01,Telefone,OUTBOUND_CALL
4785-QRJHC,2022-01-01,Parceiro,PARTNER_SITE
0269-XFESX,2023-12-01,Loja Física,EVENTO_LOCAL
1709-EJDOX,2021-12-01,Telefone,INBOUND
4316-XCSLJ,2024-06-01,Telefone,INBOUND
8610-WFCJF,2021-10-01,Telefone,OUTBOUND_CALL
9693-XMUOB,2020-12-01,Telefone,TV_ADS_Q3
0383-CLDDA,2020-02-01,Loja Física,WALK_IN
4905-JEFDW,2024-12-01,Parceiro,REFERRAL
2709-UQGNP,2025-01-01,Website,ORGANIC
3549-ZTMNH,2024-11-01,Loja Física,EVENTO_LOCAL
7881-INRLC,2022-02-01,Website,ORGANIC
8033-ATFAS,2022-08-01,Telefone,OUTBOUND_CALL
1635-NZATJ,2019-12-01,Telefone,INBOUND
0562-HKHML,2019-12-01,Telefone,OUTBOUND_CALL
8277-RVRSV,2023-02-01,Parceiro,PARTNER_SITE
9943-VSZUV,2020-04-01,Telefone,OUTBOUND_CALL
0117-LFRMW,2022-10-01,Telefone,OUTBOUND_CALL
6172-FECYY,2021-10-01,Website,ORGANIC
7054-ENNGU,2025-02-01,Website,PPC_GOOGLE
1455-HFBXA,2021-07-01,Loja Física,WALK_IN
9402-CXWPL,2020-01-01,Loja Física,EVENTO_LOCAL
1628-BIZYP,2025-10-01,Website,BLACKFRIDAY
1965-AKTSX,2024-09-01,Website,BLACKFRIDAY
0082-LDZUE,2025-10-01,Website,BLACKFRIDAY
4786-UKSNZ,2025-10-01,Telefone,INBOUND
5343-SGUBI,2021-07-01,Telefone,TV_ADS_Q3
0856-NAOES,2025-05-01,Website,BLACKFRIDAY
1976-AZZPJ,2025-04-01,Website,PPC_GOOGLE
7248-VZQLC,2021-12-01,Website,PPC_GOOGLE
6156-UZDLF,2023-09-01,Parceiro,REFERRAL
3099-OONVS,2023-10-01,Website,PPC_GOOGLE
9500-WBGRP,2020-02-01,Telefone,TV_ADS_Q3
5183-KLYEM,2019-11-01,Loja Física,WALK_IN
5144-PQCDZ,2025-07-01,Website,ORGANIC
8514-VZHEB,2020-12-01,Loja Física,EVENTO_LOCAL
6625-IUTTT,2020-04-01,Telefone,OUTBOUND_CALL
9355-NPPFS,2023-09-01,Website,ORGANIC
0068-FIGTF,2023-08-01,Telefone,OUTBOUND_CALL
5965-GGPRW,2019-11-01,Telefone,OUTBOUND_CALL
8035-PWSEV,2025-05-01,Telefone,INBOUND
2236-HILPA,2020-09-01,Telefone,INBOUND
1840-BIUOG,2024-03-01,Loja Física,WALK_IN
1356-MKYSK,2025-05-01,Website,ORGANIC
6080-LNESI,2021-08-01,Parceiro,REFERRAL
1830-IPXVJ,2020-10-01,Loja Física,EVENTO_LOCAL
5828-DWPIL,2020-09-01,Website,BLACKFRIDAY
8398-TBIYD,2019-11-01,Loja Física,WALK_IN
0011-IGKFF,2024-10-01,Website,PPC_GOOGLE
4192-GORJT,2025-06-01,Website,BLACKFRIDAY
6496-SLWHQ,2025-08-01,Website,PPC_GOOGLE
9912-GVSEQ,2023-09-01,Telefone,OUTBOUND_CALL
2931-FSOHN,2024-10-01,Telefone,OUTBOUND_CALL
9418-RUKPH,2022-09-01,Loja Física,EVENTO_LOCAL
5383-MMTWC,2025-03-01,Website,PPC_GOOGLE
9971-ZWPBF,2023-01-01,Website,ORGANIC
4712-AUQZO,2024-05-01,Website,BLACKFRIDAY
9711-FJTBX,2021-03-01,Telefone,INBOUND
2908-ZTPNF,2022-11-01,Website,ORGANIC
7240-ETPTR,2025-02-01,Website,BLACKFRIDAY
2202-CUYXZ,2025-10-01,Telefone,OUTBOUND_CALL
5995-OIGLP,2024-11-01,Website,PPC_GOOGLE
8421-WZOOW,2021-02-01,Website,PPC_GOOGLE
6261-RCVNS,2022-05-01,Telefone,TV_ADS_Q3
7951-QKZPL,2023-02-01,Parceiro,PARTNER_SITE
1414-YADCW,2020-01-01,Loja Física,EVENTO_LOCAL
8756-RDDLT,2020-03-01,Website,ORGANIC
2862-PFNIK,2025-10-01,Website,BLACKFRIDAY
5816-QVHRX,2022-10-01,Website,ORGANIC
4430-YHXGG,2025-07-01,Telefone,OUTBOUND_CALL
6888-SBYAI,2025-10-01,Website,BLACKFRIDAY
7395-XWZOY,2024-03-01,Telefone,OUTBOUND_CALL
7169-YWAMK,2019-11-01,Loja Física,WALK_IN
3640-PHQXK,2023-04-01,Website,BLACKFRIDAY
6877-LGWXO,2024-05-01,Telefone,INBOUND
6859-RKMZJ,2024-12-01,Telefone,OUTBOUND_CALL
2729-VNVAP,2023-02-01,Telefone,INBOUND
2957-JIRMN,2020-09-01,Telefone,TV_ADS_Q3
2049-BAFNW,2025-10-01,Website,ORGANIC
3842-QTGDL,2024-07-01,Website,BLACKFRIDAY
7163-OCEQI,2024-01-01,Loja Física,WALK_IN
9782-LGXMC,2021-10-01,Website,ORGANIC
5975-BAICR,2022-11-01,Telefone,TV_ADS_Q3
8019-ENHXU,2022-05-01,Website,BLACKFRIDAY
5167-GBFRE,2025-07-01,Website,BLACKFRIDAY
9033-EOXWV,2024-11-01,Telefone,INBOUND
4673-KKSLS,2023-04-01,Telefone,TV_ADS_Q3
4853-OITSN,2025-06-01,Website,ORGANIC
9800-OUIGR,2020-05-01,Telefone,INBOUND
1324-NLTJE,2024-08-01,Website,BLACKFRIDAY
2324-EFHVG,2020-07-01,Loja Física,EVENTO_LOCAL
7094-MSZAO,2025-01-01,Website,PPC_GOOGLE
1522-VVDMG,2025-04-01,Website,PPC_GOOGLE
6907-CQGPN,2023-06-01,Telefone,INBOUND
0780-XNZFN,2021-02-01,Telefone,OUTBOUND_CALL
0239-OXEXL,2022-01-01,Telefone,TV_ADS_Q3
2675-IJRGJ,2021-06-01,Telefone,INBOUND
7049-GKVZY,2024-06-01,Loja Física,WALK_IN
8577-QSOCG,2022-09-01,Loja Física,WALK_IN
3721-CNZHX,2024-08-01,Telefone,OUTBOUND_CALL
0212-ISBBF,2024-01-01,Website,BLACKFRIDAY
9185-TQCVP,2024-09-01,Website,BLACKFRIDAY
3585-YNADK,2021-02-01,Telefone,TV_ADS_Q3
5271-DBYSJ,2024-12-01,Website,ORGANIC
1099-GODLO,2025-10-01,Telefone,OUTBOUND_CALL
6828-HMKWP,2024-11-01,Telefone,OUTBOUND_CALL
5567-WSELE,2025-08-01,Website,ORGANIC
1472-TNCWL,2022-11-01,Telefone,INBOUND
8063-RJYNF,2024-07-01,Website,PPC_GOOGLE
0687-ZVTHB,2020-06-01,Telefone,OUTBOUND_CALL
2080-GKCWQ,2025-09-01,Website,ORGANIC
9661-ACXBS,2022-05-01,Telefone,OUTBOUND_CALL
2193-SFWQW,2019-11-01,Parceiro,REFERRAL
5656-JAMLX,2020-09-01,Loja Física,EVENTO_LOCAL
3462-BJQQA,2025-05-01,Website,ORGANIC
0442-TDYUO,2021-11-01,Loja Física,WALK_IN
6733-LRIZX,2022-12-01,Telefone,OUTBOUND_CALL
9503-XJUME,2021-07-01,Parceiro,REFERRAL
4367-NHWMM,2025-10-01,Website,PPC_GOOGLE
3727-RJMEO,2025-05-01,Website,ORGANIC
3779-OSWCF,2019-12-01,Telefone,OUTBOUND_CALL
6736-DHUQI,2020-04-01,Telefone,OUTBOUND_CALL
3915-ODIYG,2020-11-01,Loja Física,EVENTO_LOCAL
1360-RCYRT,2023-12-01,Website,PPC_GOOGLE
2724-FJDYW,2022-08-01,Telefone,TV_ADS_Q3
4451-RWASJ,2024-08-01,Loja Física,EVENTO_LOCAL
6646-VRFOL,2021-06-01,Telefone,OUTBOUND_CALL
3460-TJBWI,2023-11-01,Telefone,TV_ADS_Q3
5917-HBSDW,2022-10-01,Website,ORGANIC
5685-IIXLY,2025-06-01,Website,BLACKFRIDAY
5671-UUNXD,2021-09-01,Telefone,INBOUND
0956-ACVZC,2021-05-01,Loja Física,EVENTO_LOCAL
2325-NBPZG,2025-08-01,Website,ORGANIC
4250-ZBWLV,2020-03-01,Loja Física,EVENTO_LOCAL
4482-FTFFX,2025-06-01,Website,ORGANIC
8859-DZTGQ,2023-02-01,Parceiro,PARTNER_SITE
0440-MOGPM,2022-06-01,Loja Física,WALK_IN
0020-JDNXP,2023-01-01,Telefone,TV_ADS_Q3
3752-CQSJI,2024-10-01,Website,PPC_GOOGLE
5025-GOOKI,2024-03-01,Telefone,OUTBOUND_CALL
4698-KVLLG,2021-08-01,Loja Física,WALK_IN
5095-AESKG,2025-08-01,Website,PPC_GOOGLE
2887-JPYLU,2022-06-01,Telefone,OUTBOUND_CALL
4770-QAZXN,2024-10-01,Website,PPC_GOOGLE
4896-CPRPF,2022-12-01,Telefone,INBOUND
1871-MOWRM,2024-11-01,Website,PPC_GOOGLE
9714-EDSUC,2025-07-01,Telefone,OUTBOUND_CALL
2027-OAQQC,2022-04-01,Telefone,INBOUND
0282-NVSJS,2024-11-01,Website,BLACKFRIDAY
9090-SGQXL,2020-03-01,Website,ORGANIC
6595-YGXIT,2023-10-01,Website,BLACKFRIDAY
7353-YOWFP,2025-04-01,Loja Física,EVENTO_LOCAL
9835-ZIITK,2020-05-01,Loja Física,WALK_IN
8008-ESFLK,2021-06-01,Parceiro,PARTNER_SITE
7537-CBQUZ,2020-08-01,Website,BLACKFRIDAY
1555-DJEQW,2020-01-01,Telefone,TV_ADS_Q3
5649-TJHOV,2023-08-01,Telefone,OUTBOUND_CALL
0519-XUZJU,2025-10-01,Telefone,OUTBOUND_CALL
3363-EWLGO,2025-06-01,Telefone,OUTBOUND_CALL
4750-UKWJK,2022-10-01,Parceiro,REFERRAL
6338-AVWCY,2025-08-01,Website,PPC_GOOGLE
1689-YQBYY,2024-11-01,Telefone,OUTBOUND_CALL
4487-ZYJZK,2022-09-01,Telefone,INBOUND
2959-FENLU,2025-02-01,Telefone,OUTBOUND_CALL
0708-LGSMF,2024-10-01,Website,ORGANIC
9253-QXKBE,2023-06-01,Website,BLACKFRIDAY
7634-HLQJR,2021-12-01,Telefone,OUTBOUND_CALL
0487-RPVUM,2020-10-01,Website,PPC_GOOGLE
4079-ULGFR,2024-07-01,Website,BLACKFRIDAY
2516-XSJKX,2022-06-01,Loja Física,EVENTO_LOCAL
0057-QBUQH,2022-04-01,Parceiro,REFERRAL
9445-SZLCH,2022-11-01,Website,ORGANIC
6599-SFQVE,2025-05-01,Website,ORGANIC
8331-ZXFOE,2021-01-01,Telefone,TV_ADS_Q3
4003-FUSHP,2024-04-01,Website,BLACKFRIDAY
0356-ERHVT,2024-12-01,Telefone,INBOUND
7325-ENZFI,2022-08-01,Loja Física,WALK_IN
4884-ZTHVF,2025-03-01,Website,BLACKFRIDAY
3920-HIHMQ,2023-09-01,Website,ORGANIC
3055-OYMSE,2021-06-01,Website,PPC_GOOGLE
0613-WUXUM,2020-01-01,Parceiro,PARTNER_SITE
7568-PODML,2025-10-01,Website,BLACKFRIDAY
4458-KVRBJ,2020-12-01,Loja Física,EVENTO_LOCAL
5349-IECLD,2025-09-01,Website,ORGANIC
1397-XKKWR,2025-04-01,Parceiro,REFERRAL
3945-GFWQL,2024-11-01,Telefone,TV_ADS_Q3
8097-OMULG,2020-12-01,Loja Física,WALK_IN
6013-BHCAW,2020-10-01,Loja Física,EVENTO_LOCAL
0401-WDBXM,2019-11-01,Parceiro,REFERRAL
3387-PLKUI,2024-10-01,Website,ORGANIC
6096-EGVTU,2020-07-01,Loja Física,WALK_IN
3797-VTIDR,2025-10-01,Website,PPC_GOOGLE
5081-NWSUP,2025-01-01,Loja Física,WALK_IN
2580-ATZSQ,2020-06-01,Parceiro,REFERRAL
8085-MSNLK,2020-09-01,Telefone,INBOUND
9691-HKOVS,2021-04-01,Parceiro,PARTNER_SITE
9881-VCZEP,2023-10-01,Website,PPC_GOOGLE
9526-BIHHD,2025-10-01,Website,PPC_GOOGLE
8757-TFHHJ,2025-10-01,Telefone,OUTBOUND_CALL
4523-WXCEF,2020-12-01,Website,PPC_GOOGLE
1468-DEFNC,2020-07-01,Telefone,TV_ADS_Q3
5119-KEPFY,2022-11-01,Website,BLACKFRIDAY
8364-TRMMK,2025-08-01,Telefone,OUTBOUND_CALL
0916-KNFAJ,2020-10-01,Loja Física,WALK_IN
8319-QBEHW,2023-09-01,Telefone,TV_ADS_Q3
3063-QFSZL,2025-10-01,Website,BLACKFRIDAY
8775-LHDJH,2025-10-01,Website,ORGANIC
9625-QNLUX,2020-03-01,Loja Física,EVENTO_LOCAL
3097-NQYSN,2025-09-01,Website,PPC_GOOGLE
4024-CSNBY,2019-11-01,Telefone,INBOUND
7110-BDTWG,2019-12-01,Telefone,OUTBOUND_CALL
7493-GVFIO,2021-02-01,Parceiro,PARTNER_SITE
0690-SRQID,2025-07-01,Telefone,INBOUND
9605-WGJVW,2025-10-01,Website,ORGANIC
9114-DPSIA,2019-11-01,Telefone,OUTBOUND_CALL
4700-UBQMV,2024-02-01,Loja Física,WALK_IN
7711-GQBZC,2019-12-01,Telefone,OUTBOUND_CALL
3565-UNOCC,2023-06-01,Website,PPC_GOOGLE
4627-MIHJH,2020-02-01,Telefone,INBOUND
9795-NREXC,2020-07-01,Loja Física,WALK_IN
8573-CGOCC,2024-07-01,Website,ORGANIC
7356-AYNJP,2025-07-01,Loja Física,WALK_IN
9249-FXSCK,2021-07-01,Loja Física,WALK_IN
5493-SDRDQ,2025-09-01,Website,ORGANIC
6286-SUUWT,2025-10-01,Website,PPC_GOOGLE
4819-HJPIW,2024-05-01,Website,BLACKFRIDAY
8654-DHAOW,2025-09-01,Website,ORGANIC
5438-QMDDL,2024-04-01,Website,BLACKFRIDAY
9812-GHVRI,2022-07-01,Website,BLACKFRIDAY
5553-AOINX,2020-05-01,Loja Física,WALK_IN
1228-ZLNBX,2024-02-01,Telefone,TV_ADS_Q3
4226-KKDON,2025-03-01,Website,ORGANIC
3831-YCPUO,2019-11-01,Loja Física,EVENTO_LOCAL
7445-WMRBW,2021-11-01,Telefone,OUTBOUND_CALL
3308-DGHKL,2020-02-01,Parceiro,PARTNER_SITE
9924-JPRMC,2019-11-01,Telefone,TV_ADS_Q3
0080-EMYVY,2024-09-01,Loja Física,WALK_IN
6218-KNUBD,2025-05-01,Telefone,INBOUND
7337-CINUD,2025-03-01,Loja Física,EVENTO_LOCAL
7609-NRNCA,2024-06-01,Loja Física,EVENTO_LOCAL
0623-EJQEG,2020-06-01,Loja Física,WALK_IN
7153-CHRBV,2021-02-01,Telefone,OUTBOUND_CALL
0871-URUWO,2024-10-01,Website,PPC_GOOGLE
9190-MFJLN,2024-04-01,Website,PPC_GOOGLE
6198-PNNSZ,2021-03-01,Parceiro,PARTNER_SITE
3317-VLGQT,2024-09-01,Website,PPC_GOOGLE
4132-POCZS,2021-07-01,Website,PPC_GOOGLE
5614-DNZCE,2021-01-01,Loja Física,EVENTO_LOCAL
1095-JUDTC,2021-12-01,Website,PPC_GOOGLE
3896-RCYYE,2020-04-01,Website,PPC_GOOGLE
9638-JIQYA,2025-09-01,Website,ORGANIC
3258-SANFR,2025-05-01,Website,PPC_GOOGLE
3726-TBHQT,2019-12-01,Telefone,INBOUND
3190-ITQXP,2022-01-01,Loja Física,WALK_IN
0870-VEMYL,2025-06-01,Website,ORGANIC
4833-QTJNO,2020-04-01,Telefone,OUTBOUND_CALL
3039-MJSLN,2025-08-01,Website,ORGANIC
0178-CIIKR,2025-08-01,Website,BLACKFRIDAY
5385-SUIRI,2021-07-01,Website,ORGANIC
3982-XWFZQ,2022-05-01,Website,BLACKFRIDAY
5774-QPLTF,2021-09-01,Parceiro,PARTNER_SITE
2322-VCZHZ,2023-12-01,Website,BLACKFRIDAY
5010-IPEAQ,2020-04-01,Telefone,OUTBOUND_CALL
4009-ALQFH,2023-10-01,Telefone,OUTBOUND_CALL
6383-ZTSIW,2022-08-01,Loja Física,WALK_IN
8990-YOZLV,2020-02-01,Telefone,TV_ADS_Q3
3069-SSVSN,2025-10-01,Parceiro,REFERRAL
5222-IMUKT,2023-03-01,Website,PPC_GOOGLE
3627-FCRDW,2025-02-01,Website,BLACKFRIDAY
7562-GSUHK,2024-07-01,Telefone,TV_ADS_Q3
6685-XSHHU,2020-11-01,Parceiro,PARTNER_SITE
8901-UPRHR,2019-11-01,Telefone,TV_ADS_Q3
4903-UYAVB,2025-06-01,Website,BLACKFRIDAY
0118-JPNOY,2023-09-01,Website,ORGANIC
6776-TLWOI,2025-08-01,Telefone,OUTBOUND_CALL
3845-FXCYS,2025-09-01,Website,BLACKFRIDAY
5857-XRECV,2025-09-01,Parceiro,PARTNER_SITE
0725-CXOTM,2022-11-01,Telefone,INBOUND
4343-EJVQB,2025-04-01,Website,PPC_GOOGLE
9000-PLFUZ,2020-11-01,Loja Física,EVENTO_LOCAL
3427-GGZZI,2024-04-01,Website,BLACKFRIDAY
7779-ORAEL,2022-02-01,Telefone,TV_ADS_Q3
0644-OQMDK,2025-07-01,Website,BLACKFRIDAY
4077-CROMM,2023-04-01,Website,ORGANIC
3154-CFSZG,2021-12-01,Website,BLACKFRIDAY
2868-MZAGQ,2025-10-01,Telefone,INBOUND
4847-QNOKA,2025-10-01,Website,ORGANIC
2220-IAHLS,2025-10-01,Website,PPC_GOOGLE
1658-XUHBX,2020-12-01,Website,BLACKFRIDAY
6379-RXJRQ,2025-01-01,Website,PPC_GOOGLE
2378-HTWFW,2022-12-01,Website,ORGANIC
8650-RHRKE,2025-07-01,Telefone,TV_ADS_Q3
4377-VDHYI,2023-03-01,Loja Física,EVENTO_LOCAL
0475-RIJEP,2022-04-01,Telefone,INBOUND
1260-TTRXI,2025-07-01,Website,ORGANIC
3719-TDVQB,2021-05-01,Loja Física,WALK_IN
6328-ZPBGN,2024-12-01,Website,PPC_GOOGLE
0201-MIBOL,2020-05-01,Telefone,INBOUND
4937-QPZPO,2020-10-01,Telefone,TV_ADS_Q3
2925-VDZHY,2019-11-01,Loja Física,EVENTO_LOCAL
6981-TDRFT,2022-03-01,Parceiro,REFERRAL
3413-CSSTH,2022-06-01,Telefone,OUTBOUND_CALL
8033-VCZGH,2021-09-01,Loja Física,WALK_IN
4789-KWMXN,2021-12-01,Parceiro,REFERRAL
0224-NIJLP,2025-03-01,Telefone,TV_ADS_Q3
7542-CYDDM,2024-05-01,Telefone,OUTBOUND_CALL
4718-WXBGI,2019-11-01,Telefone,INBOUND
2867-UIMSS,2025-10-01,Website,PPC_GOOGLE
8495-PRWFH,2022-05-01,Website,ORGANIC
0439-IFYUN,2024-05-01,Website,ORGANIC
5716-LIBJC,2024-10-01,Parceiro,PARTNER_SITE
2868-LLSKM,2020-03-01,Parceiro,PARTNER_SITE
8111-RKSPX,2025-07-01,Website,BLACKFRIDAY
2988-QRAJY,2020-02-01,Parceiro,REFERRAL
1585-MQSSU,2024-06-01,Website,PPC_GOOGLE
0071-NDAFP,2023-10-01,Telefone,INBOUND
2856-NNASM,2022-04-01,Telefone,TV_ADS_Q3
7328-ZJAJO,2020-12-01,Loja Física,EVENTO_LOCAL
6458-CYIDZ,2025-06-01,Telefone,OUTBOUND_CALL
8559-CIZFV,2024-02-01,Loja Física,EVENTO_LOCAL
1090-PYKCI,2020-02-01,Telefone,OUTBOUND_CALL
3058-WQDRE,2024-10-01,Website,PPC_GOOGLE
7547-EKNFS,2022-05-01,Website,PPC_GOOGLE
